qid,question,answer,model_name,temperature,top_p,max_new_tokens,seed,top_k,retriever_model,retrieved_doc_ids,retrieved_chunk_ids,retrieved_scores,timestamp_utc
q11,How should a power-critical organization address internal sexism?,"To address internal sexism in a power-critical organization, it is essential to acknowledge and challenge the patriarchal structures that perpetuate sexism. This can be achieved by promoting gender equality in leadership positions, encouraging open dialogue about gender roles and expectations, and implementing policies that protect against gender discrimination and harassment. Additionally, it's crucial to educate members on the historical roots of sexism and its impact on women within the organization and society at large. Lastly, fostering an inclusive culture that values diversity and promotes equal opportunities for all genders is key to creating a more equitable environment.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_40|ccom_37|ccom_37|ccom_37|ccom_50,ccom_40_0009|ccom_37_0016|ccom_37_0020|ccom_37_0005|ccom_50_0564,0.503974|0.463918|0.463121|0.458745|0.451457,2026-04-22T14:05:24+00:00
q12,How can organizations respond to cases of internal discrimination?,"The context provided does not directly address how organizations respond to cases of internal discrimination. However, it does touch upon instances of discrimination against black workers and women within labor movements and suggests that addressing these issues is essential for the advancement of all oppressed people. To effectively respond to cases of internal discrimination, organizations should:

1. Acknowledge and address the existence of discrimination within their ranks.
2. Implement policies and practices that promote equality, diversity, and inclusion.
3. Provide training and education on issues related to discrimination and bias.
4. Encourage open dialogue and communication about these issues among members.
5. Hold individuals accountable for discriminatory behavior.
6. Collaborate with external resources and organizations that can provide support and guidance in addressing internal discrimination.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|ccom_50|ccom_50|ccom_33,ccom_50_0517|ccom_50_0528|ccom_50_0133|ccom_50_0137|ccom_33_0037,0.406212|0.391709|0.383386|0.376728|0.365475,2026-04-22T14:06:02+00:00
q13,How can class conscious movements avoid reproducing social hierarchies internally?,"To avoid reproducing social hierarchies internally within class conscious movements, the following strategies can be employed:

1. Promote democratic decision-making processes: Encourage active participation from all members and ensure that everyone has an equal voice in decision-making. This helps to prevent a small group or elite from dominating the movement and reinforcing existing social hierarchies.

2. Foster solidarity and unity among members: Emphasize the shared interests and goals of the movement, rather than focusing on individual differences or personal agendas. This can help to create a sense of collective identity and reduce internal conflicts based on social status, race, gender, etc.

3. Develop a clear ideology and mission statement: A well-defined set of principles and objectives can guide the movement's actions and help prevent it from being co-opted by external forces or deviating from its original goals.

4. Encourage education and critical thinking: Provide opportunities for members to learn about social issues, history, and theories related to class struggle. This empowers individuals to make informed decisions and resist manipulation by oppressive forces.

5. Implement structures that promote accountability and transparency: Establish mechanisms for monitoring the actions of leaders and holding them accountable for their decisions. This can help prevent corruption or abuse of power within the movement.

6. Prioritize community engagement and outreach: Focus on building relationships with marginalized communities and working collaboratively to address shared concerns. This helps to ensure that the movement remains grounded in the needs and experiences of those it aims to serve, rather than becoming detached from the broader struggle against social hier",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|ccom_24_1|ccom_08|ccom_43,ccom_50_0226|ccom_50_0410|ccom_24_1_0011|ccom_08_0125|ccom_43_0027,0.585196|0.578559|0.567070|0.561940|0.554995,2026-04-22T14:06:42+00:00
q14,How can informal power structures be identified and challenged?,"Informal power structures can be identified and challenged by understanding their methods and effects on the oppressed. Here are some ways to do this, based on the provided context:

1. Divide and Rule: Oppressors divide the oppressed to maintain control. Look for signs of division among the oppressed, such as social, economic, or political rifts. Challenge these divisions by promoting unity and solidarity among the oppressed.

2. Manipulation: Oppressors manipulate the community through various means, including cultural action, education, and economic policies. Identify these manipulative tactics and counter them with authentic organization and critical intervention in the total reality.

3. Indirect Rule: Oppressors often use indirect rule to maintain control over the oppressed. This can be seen in the form of selected leaders who preserve a state of alienation, hindering the emergence of consciousness and critical intervention in a total reality. Challenge this by promoting authentic leadership that emerges from the community as a result of new social consciousness.

4. Class Conflict: Oppressors deny the existence of social classes and call for harmony between those who buy and those who sell their labor. However, the antagonism between the two classes makes this ""harmony"" impossible. Challenge this by promoting class consciousness and class struggle.

5. Network Analysis: Informal power structures can also be identified through network analysis. Look for patterns of information flow within a network to understand how power is distributed and exercised. This can help in challenging these structures by targeting key nodes or sub-networks.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_35|ccom_08|ccom_08|ccom_13,ccom_08_0123|ccom_35_0326|ccom_08_0125|ccom_08_0159|ccom_13_0029,0.490632|0.470502|0.468886|0.466490|0.466317,2026-04-22T14:07:47+00:00
q15,What structures help ensure collective responsibility and shared power?,"The structures that help ensure collective responsibility and shared power, as suggested in the provided context, are those based on a model of communal democracy and democratic autonomy. This model emphasizes self-representation and self-organization of communities, with institutions of self-organization open to various entities of identity. It places politics among groups of people rather than creating a state or sovereign power vis-a-vis individual people. The higher institutions in this system operate at the system of commune confederation to handle problems that a single commune cannot. The model also involves a dual structure, with a parliament and councils working together for administration. This model is seen in practice in regions like Rojava.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_13|ccom_08|ccom_08|ccom_14|ccom_14,ccom_13_0024|ccom_08_0123|ccom_08_0125|ccom_14_0013|ccom_14_0019,0.537060|0.529519|0.487788|0.487752|0.486747,2026-04-22T14:08:41+00:00
q16,What is the relationship between theory and practice in revolutionary work?,"In revolutionary work, theory and practice are closely related and interdependent. According to Mao Tse-tung's essay ""On Practice,"" Marxists view human knowledge as developing primarily from social practice, particularly activity in production. The essence of this relationship is that practice serves as the criterion for the truth of knowledge. In other words, the anticipated results achieved through social practice (such as material production, class struggle, or scientific experiment) verify the truth of one's knowledge.

However, it should be noted that theory also plays a crucial role in guiding and informing practice. The essay also emphasizes that ideas, theories, plans, or programs are often altered during the process of changing reality due to numerous limitations, unforeseen circumstances, and the internal contradictions and struggles within the objective process. Therefore, revolutionary leaders must be able to correct their ideas and adapt them to the changing situation in order to lead the revolution to victory.

In summary, theory and practice are intertwined in revolutionary work, with practice serving as the primary criterion for the truth of knowledge, while theory provides guidance and informs practice.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_45|ccom_45|ccom_45|ccom_45|ccom_45,ccom_45_0002|ccom_45_0012|ccom_45_0001|ccom_45_0013|ccom_45_0003,0.584847|0.583848|0.576521|0.575226|0.571183,2026-04-22T14:09:25+00:00
q17,How should political education be organized?,"Based on the provided context, political education should be organized in a way that empowers the masses, making adults out of them rather than treating them as children. The content of this education should reflect the present, existential, concrete situation of the people, addressing their aspirations, doubts, hopes, and fears. This requires a dialogical methodology where educators and politicians understand the structural conditions in which the thought and language of the people are dialectically framed. The role of political parties in under-developed countries is to facilitate this dialogue and help instill consciousness among the oppressed people about their real interests. The education should be structured by the people themselves, with the aim of transforming reality together. The government's duty is also to act as a filter and a stabilizer against harmful influences on young people in under-developed countries.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_43|ccom_08|ccom_50,ccom_50_0363|ccom_08_0079|ccom_43_0027|ccom_08_0077|ccom_50_0375,0.560208|0.497082|0.468425|0.464775|0.459103,2026-04-22T14:10:19+00:00
q18,How can organizations avoid dogmatism?,"To avoid dogmatism, organizations can follow the principles outlined by Mao Zedong's Mass Line theory. This theory emphasizes uniting theory and practice, gathering scattered and unsystematic ideas from the masses, and considering mass needs and consciousness. It also involves avoiding both dogmatism (imposing direction based on formulas without detailed knowledge of practical situations) and empiricism (mistaking fragmentary experience for universal truth). Additionally, it is important to maintain a close relationship between the organization's leadership and the masses, being sensitive to their wishes, demands, opinions, and consciousness. This can help ensure that policies are not only informed by theoretical understanding but also grounded in practical realities.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_16|ccom_50|ccom_16|ccom_26|ccom_16,ccom_16_0004|ccom_50_0233|ccom_16_0003|ccom_26_0024|ccom_16_0016,0.455430|0.376549|0.359790|0.351649|0.351416,2026-04-22T14:11:07+00:00
q19,How should movements learn from past struggles?,"Movements should learn from past struggles by correcting their ideas, theories, plans or programs when errors are discovered, and by ensuring that new revolutionary tasks and working programs correspond to the changes in the situation. This is because the original ideas may fail to correspond with reality either in whole or in part and are wholly or partially incorrect. Movements should also progress and change in their subjective knowledge along with the objective process, as it progresses and develops by reason of its internal contradiction and struggle. In a revolutionary period, if the knowledge of revolutionaries does not change rapidly in accordance with the changed situation, they will be unable to lead the revolution to victory. This is because thinking often lags behind reality due to numerous social conditions.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_45|ccom_35|ccom_50|ccom_08|ccom_50,ccom_45_0012|ccom_35_0356|ccom_50_0384|ccom_08_0052|ccom_50_0410,0.614424|0.581251|0.568314|0.564709|0.561128,2026-04-22T14:11:53+00:00
q20,What makes an organization truly class conscious?,"An organization becomes truly class-conscious when it has a systematic ideology, engages in practical programs that deliver understandings to the people, and strives for unity among all classes. This consciousness allows for a concrete analysis of concrete conditions, understanding the struggle between opposing classes, and promoting revolution as a process rather than a particular action or conclusion. The organization should also aim at mobilizing the community towards a higher level of freedom and unity, recognizing that class conflict exists and working to transform reality.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_50|ccom_08|ccom_42,ccom_50_0410|ccom_08_0125|ccom_50_0082|ccom_08_0127|ccom_42_0010,0.467683|0.465523|0.456057|0.454755|0.445742,2026-04-22T14:12:36+00:00
q21,How should revolutionaries relate to the broader working class?,"According to the provided context, revolutionaries should not relate to the broader working class by pushing them from outside or treating them as inferior. Instead, they should engage with the working class in a serious and respectful manner, helping to educate and empower them to become professional revolutionaries themselves. The goal is to help every capable worker develop their abilities to the utmost and widen their understanding of revolutionary ideas and organization. This approach aims to foster unity and mutual growth between revolutionaries and the working class, rather than creating a divide or imposing ideas from outside the movement.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_29|ccom_24_1|ccom_35|ccom_08|ccom_29,ccom_29_0135|ccom_24_1_0011|ccom_35_0716|ccom_08_0113|ccom_29_0146,0.676563|0.663002|0.662011|0.658108|0.654521,2026-04-22T14:13:18+00:00
q22,How can organizations stay connected to everyday struggles?,"Organizations can stay connected to everyday struggles by developing programs that address the unique needs of marginalized communities, as demonstrated by the Black Panther Party (BPP) in their survival programs. These programs aim to meet the daily needs of the community, such as health care, food services, education, and more. By providing these essential services, organizations can not only help alleviate immediate struggles but also serve as a model for other oppressed communities to take action against their own oppression. The BPP's survival programs also helped raise community consciousness and organize people around a true understanding of their situation. However, it is important to note that the information presented here comes from the perspective of the BPP themselves, which may present a biased account of their activities.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_50|ccom_11|ccom_11|ccom_32,ccom_08_0125|ccom_50_0518|ccom_11_0027|ccom_11_0017|ccom_32_0005,0.490676|0.488235|0.476417|0.468759|0.464600,2026-04-22T14:14:04+00:00
q23,How should movements respond to spontaneous protests?,"The context suggests that movements should provide leadership, teach strategic methods of prolonged resistance, and show the people how to stage a revolution. They should avoid spontaneous protests without clear objectives, tactics, and defined enemies. Instead, they should organize themselves and learn to defend themselves with guns when unjustly attacked. Movements should aim to take over power, run everything, and challenge the state's monopoly on legitimate use of violence. They should also disrupt state functioning by employing disruption as a tactic of influence and pursue strategies that escalate the momentum and impact of disruptive protest.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|Seale - Seize The Time The Story of the Black Panther Party|ccom_50|ccom_11,ccom_50_0384|ccom_50_0695|Seale - Seize The Time The Story of the Black Panther Party_0267|ccom_50_0518|ccom_11_0015,0.593499|0.554997|0.539329|0.530530|0.525954,2026-04-22T14:14:49+00:00
q24,How can a movement grow without losing its political clarity?,"A movement can grow without losing its political clarity by developing a systematic ideology, engaging in concrete analyses of concrete conditions, and maintaining a balance between theory and practice. This approach allows the movement to gain a full understanding of the community and its needs, mobilize the community towards its goals, and adapt to changing circumstances while remaining true to its principles. It's also important for the movement to avoid extremes such as idealism, mechanical materialism, opportunism, and adventurism, which can lead to a breach between subjective and objective realities and hinder progress.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_45|ccom_29|Seale - Seize The Time The Story of the Black Panther Party|ccom_29,ccom_50_0410|ccom_45_0013|ccom_29_0172|Seale - Seize The Time The Story of the Black Panther Party_0427|ccom_29_0088,0.510622|0.499861|0.494709|0.488229|0.485391,2026-04-22T14:15:28+00:00
q25,What is the difference between activism and revolutionary organizing?,"The difference between activism and revolutionary organizing can be understood by looking at the context provided. Activism generally refers to efforts by individuals or groups to bring about political or social change through various forms of action, such as protests, petitions, and community service. It is often focused on specific issues or causes and may not necessarily aim for a complete overhaul of the existing system.

On the other hand, revolutionary organizing refers to a more comprehensive and radical approach aimed at transforming the entire social, political, and economic structure. This type of organizing seeks to create a new order by taking power from the existing government and often involves a struggle against the dominant elites. It is characterized by a focus on long-term goals, reflection, and action directed at the structures to be transformed (as described in the context).

In the provided context, Paulo Freire emphasizes that revolutionary praxis cannot tolerate an absurd dichotomy in which the praxis of the people is merely following the leaders' decisions. Instead, he argues that true commitment to the people requires a theory of transforming action that assigns a fundamental role to the oppressed in the transformation process. This aligns with the idea of revolutionary organizing, where the oppressed play an active and essential role in bringing about change.

In contrast, activism may not necessarily involve such a deep-rooted transformation or the active participation of the oppressed in decision-making processes. It can be more focused on specific issues or causes and may not aim for a complete overhaul of the existing system.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_35|ccom_08|ccom_50|ccom_29|ccom_29,ccom_35_0356|ccom_08_0108|ccom_50_0270|ccom_29_0121|ccom_29_0123,0.554595|0.545809|0.543896|0.535030|0.533810,2026-04-22T14:16:06+00:00
q26,What are signs of increasing state repression?,"Signs of increasing state repression can include:

1. Divide and Rule: The government may attempt to divide and keep divided the population, often by halting any actions that could potentially unify the people or labeling concepts such as unity, organization, and struggle as dangerous.

2. Religiousness: The nation-state may use a blend of nationalism and religion for its purposes, particularly in societies where religion plays an important role. In some cases, religion can even take on the part of nationalism.

3. Bureaucracy and the Nation-State: An ever-expanding civil and military bureaucracy may develop, which serves only to protect the ideological basis and legal, economic, and religious structures of the nation-state. This bureaucracy often elevates itself above the people.

4. Homogeneity: The nation-state may aim at creating a single national culture, identity, and unified religious community, enforcing a homogeneous citizenship. This can result in the physical annihilation of minorities, cultures, or languages, or forced assimilation.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_40|ccom_50|ccom_11|ccom_40,ccom_08_0123|ccom_40_0010|ccom_50_0364|ccom_11_0015|ccom_40_0006,0.486101|0.480414|0.456345|0.455108|0.450766,2026-04-22T14:17:09+00:00
q27,How should organizations prepare for repression?,"The context provided does not directly address how organizations should prepare for repression specifically, but it does discuss some strategies related to organizing and resisting oppression. Here are a few key points from the text that might be relevant:

1. Organizations should aim to take power and run everything, as this is the primary way to prevent repression (doc_id=ccom_50 chunk_id=ccom_50_0518).
2. Authentic organization involves daring and loving witness, which serves the ends of liberation. In contrast, manipulation anesthetizes the people and facilitates their domination (doc_id=ccom_08 chunk_id=ccom_08_0159).
3. The oppressors halt any action that could awaken the oppressed to the need for unity. Concepts such as unity, organization, and struggle are immediately labeled as dangerous (doc_id=ccom_50 chunk_id=ccom_50_0384).
4. Organizations must teach by words and action the correct strategic methods of prolonged resistance (doc_id=ccom_50 chunk_id=ccom_50_0384).
5. It is important for organizations to show the people how to stage a revolution, learning by experience rather than just studying (doc_id=ccom_50 chunk_id=ccom_50_0502).
6. Organizations should avoid loose talk and keep their mouths shut to prevent the Man from gathering information and intelligence (doc_id=ccom_",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_08|ccom_50|ccom_50,ccom_50_0518|ccom_08_0159|ccom_08_0123|ccom_50_0384|ccom_50_0502,0.621041|0.555318|0.531013|0.527375|0.515262,2026-04-22T14:18:00+00:00
q28,How should movements organize their material base?,"Based on the provided context, movements should organize their material base by creating a strong organization that separates functions but maintains unity, ensuring each function is carried out efficiently. This organization should include both military and civil components. The military component includes the rebel army and vanguard elements who go among the people to promote commitment and provide concrete activities. The civil component involves organizations that perform specific functions for administration, such as propaganda, collections (fundraising), organizing peasants and workers, and raising supplies through various methods like taxes, donations, and confiscations. It's also important to maintain good relations with the local population to avoid impoverishing the area and creating conflicts. Physical meetings and encounters play a crucial role in bringing new nodes into the network and establishing interpersonal and inter-organizational contacts.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_13|ccom_29|ccom_41|ccom_32|ccom_13,ccom_13_0030|ccom_29_0143|ccom_41_0074|ccom_32_0109|ccom_13_0033,0.508323|0.504815|0.478834|0.466404|0.461079,2026-04-22T14:19:03+00:00
