qid,question,answer,model_name,temperature,top_p,max_new_tokens,seed,top_k,retriever_model,retrieved_doc_ids,retrieved_chunk_ids,retrieved_scores,timestamp_utc
q11,How should a power-critical organization address internal sexism?,"To address internal sexism in a power-critical organization, it is essential to recognize and challenge the patriarchal structures that perpetuate gender inequality. Here are some steps that can be taken:

1. Acknowledge the existence of sexism within the organization and its impact on women. This involves creating an open and safe space for discussions about gender issues and encouraging all members, especially men, to acknowledge their biases and privileges.

2. Implement policies and practices that promote gender equality, such as equal pay, opportunities for advancement, and representation in leadership positions. This may require collecting data on the organization's current state of gender equity and setting specific goals for improvement.

3. Provide training and education on issues related to sexism, including unconscious bias, microaggressions, and power dynamics. This can help raise awareness and foster a more inclusive and equitable culture within the organization.

4. Encourage active participation and leadership from women, both in formal roles (e.g., committees, task forces) and informal settings (e.g., meetings, discussions). This can help ensure that women's perspectives and experiences are valued and integrated into decision-making processes.

5. Foster a culture of accountability by holding individuals responsible for their actions and words, particularly when they contribute to or perpetuate sexism. This may involve establishing clear guidelines for behavior and consequences for violations.

6. Collaborate with other organizations that are working on gender equality issues to learn from their experiences and best practices, and to build a broader movement for change.

7. Regularly assess the organization's progress in addressing internal sex",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_40|ccom_37|ccom_37|ccom_37|ccom_50,ccom_40_0009|ccom_37_0016|ccom_37_0020|ccom_37_0005|ccom_50_0564,0.503974|0.463918|0.463121|0.458745|0.451457,2026-03-23T20:01:49+00:00
q12,How can organizations respond to cases of internal discrimination?,"The context provided does not directly address how organizations respond to cases of internal discrimination. However, it does provide some insights into historical instances of discrimination against black workers and women within labor movements in the United States. To answer the question, here are some general steps that organizations can take to address internal discrimination:

1. Establish clear anti-discrimination policies and procedures: Organizations should have written policies that prohibit discrimination based on race, gender, religion, sexual orientation, age, and other protected characteristics. These policies should be communicated to all employees and enforced consistently.

2. Provide diversity and inclusion training: Offering training programs that educate employees about unconscious biases, cultural competency, and the importance of inclusivity can help create a more diverse and inclusive workplace.

3. Foster open communication: Encourage employees to speak up when they experience or witness discrimination. Create safe spaces for discussions about diversity and inclusion, and ensure that concerns are addressed promptly and effectively.

4. Collect and analyze data: Regularly collect demographic data on your workforce and analyze it to identify any disparities in hiring, promotion, or other areas. Use this information to inform strategies for addressing internal discrimination.

5. Implement accountability measures: Hold managers and employees accountable for upholding the organization's anti-discrimination policies. This may include setting performance goals related to diversity and inclusion, providing ongoing training, and taking disciplinary action when necessary.

6. Collaborate with external resources: Partner with organizations that specialize in diversity and inclusion to gain insights, best practices, and support in addressing internal discrimination.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|ccom_50|ccom_50|ccom_33,ccom_50_0517|ccom_50_0528|ccom_50_0133|ccom_50_0137|ccom_33_0037,0.406212|0.391709|0.383386|0.376728|0.365475,2026-03-23T20:01:52+00:00
q13,How can class conscious movements avoid reproducing social hierarchies internally?,"To avoid reproducing social hierarchies internally within class conscious movements, the following strategies can be employed:

1. Promote democratic decision-making processes: Encourage active participation from all members of the movement to ensure that everyone has a voice in decision-making and policy creation. This helps prevent a small group or elite from dominating the movement and reinforcing existing social hierarchies.

2. Foster unity in diversification: Recognize and celebrate diversity within the movement, but also emphasize the importance of unity in working towards common goals. Encourage collaboration and cooperation among different groups to build a strong, cohesive movement that represents various perspectives and experiences.

3. Prioritize education and awareness-raising: Provide opportunities for members to learn about social hierarchies, power dynamics, and the history of class struggle. This can help foster a shared understanding of the issues at hand and encourage solidarity among members.

4. Implement transparent governance structures: Establish clear guidelines for decision-making, accountability, and transparency within the movement. This helps build trust among members and prevents the emergence of hidden agendas or power struggles.

5. Encourage self-criticism and collective responsibility: Foster a culture where members are encouraged to openly discuss their mistakes, learn from them, and work together to improve the movement as a whole. This can help prevent the reproduction of social hierarchies based on individual success or failure.

6. Empower marginalized groups: Ensure that the voices and needs of marginalized groups within the movement are heard and addressed. This can help prevent these groups from being overlooked or excluded, which",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|ccom_24_1|ccom_08|ccom_43,ccom_50_0226|ccom_50_0410|ccom_24_1_0011|ccom_08_0125|ccom_43_0027,0.585196|0.578559|0.567070|0.561940|0.554995,2026-03-23T20:01:56+00:00
q14,How can informal power structures be identified and challenged?,"Informal power structures can be identified and challenged by understanding their methods and effects on the oppressed. Here are some steps to identify and challenge them based on the provided context:

1. Recognize the tactics of division and rule: Oppressors often divide the oppressed and keep them divided to maintain their own power. This is done through various means, including violence, cultural manipulation, and creating rifts among people.

2. Understand the importance of unity, organization, and struggle: These concepts are dangerous to the oppressors because they promote unity among the oppressed and facilitate actions of liberation. Encouraging these ideas can help challenge informal power structures.

3. Identify indirect rule systems: In some cases, the oppressors may manipulate selected leaders instead of promoting the community as a whole. This preserves a state of alienation and hinders the emergence of consciousness and critical intervention in a total reality.

4. Recognize class conflict: The elites call for harmony between those who buy and sell labor, but the antagonism between the two classes makes this ""harmony"" impossible. Acknowledging the existence of social classes and their struggle is essential to challenging informal power structures.

5. Promote authentic organization: Authentic organization means organizing oneself with the people, not just organizing oneself. This type of organization corresponds to its nature and objective if it constitutes the practice of freedom.

6. Encourage critical witness: Witness which has not borne fruit at a certain moment and under certain conditions is not thereby rendered incapable of bearing fruit tomorrow. Authentic witness, which involves",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_35|ccom_08|ccom_08|ccom_13,ccom_08_0123|ccom_35_0326|ccom_08_0125|ccom_08_0159|ccom_13_0029,0.490632|0.470501|0.468887|0.466490|0.466317,2026-03-23T20:01:59+00:00
q15,What structures help ensure collective responsibility and shared power?,"The structures that help ensure collective responsibility and shared power, as suggested in the provided context, are those based on a model of community organization and self-representation, such as communes, quarter councils, city councils, and confederal councils. These structures aim to manage economic resources and solve problems collectively, with the higher institutions having less power than the smaller, local structures that directly address issues. This model is referred to as democratic confederalism, which emphasizes horizontally linking individuals through collectives to form a political will developed from multiplicities rather than singularities. It's important to note that this model is described in the context of Rojava, a region in Syria with a diverse cultural and religious background.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_13|ccom_08|ccom_08|ccom_14|ccom_14,ccom_13_0024|ccom_08_0123|ccom_08_0125|ccom_14_0013|ccom_14_0019,0.537060|0.529519|0.487788|0.487753|0.486747,2026-03-23T20:02:02+00:00
q16,What is the relationship between theory and practice in revolutionary work?,"In revolutionary work, theory and practice are closely related and interdependent. According to Mao Tse-tung's essay ""On Practice,"" Marxists view human knowledge as developing primarily from social practice, particularly through activity in production. This practical experience is essential for understanding the world, both natural and social. However, theory also plays a crucial role in guiding practice and helping to correct errors discovered during the process of changing reality. In other words, theory should be based on practice and serve practice, while practice verifies the truth of knowledge through its results. Revolutionary leaders must not only be able to correct their ideas when errors are discovered but also adapt to new changes in the situation as the objective process progresses. This relationship between theory and practice is essential for successful revolutionary work.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_45|ccom_45|ccom_45|ccom_45|ccom_45,ccom_45_0002|ccom_45_0012|ccom_45_0001|ccom_45_0013|ccom_45_0003,0.584847|0.583848|0.576521|0.575226|0.571183,2026-03-23T20:02:05+00:00
q17,How should political education be organized?,"Based on the provided context, political education should be organized in a way that engages the masses as active participants rather than passive recipients. The content of political education should reflect the present, existential, concrete situation of the people, addressing their aspirations, doubts, hopes, and fears. This requires a dialogical approach where educators and politicians understand the structural conditions in which the thought and language of the people are dialectically framed. The role of political parties in under-developed countries is to help instill consciousness among the masses, point out their real interests, and facilitate problem-posing education that empowers the people to bring about change. Additionally, youth in under-developed countries require specific attention due to their impressionability and sensibility, and the government's duty is to act as a filter and a stabilizer against harmful influences from Western culture.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_43|ccom_08|ccom_50,ccom_50_0363|ccom_08_0079|ccom_43_0027|ccom_08_0077|ccom_50_0375,0.560209|0.497083|0.468425|0.464775|0.459104,2026-03-23T20:02:07+00:00
q18,How can organizations avoid dogmatism?,"To avoid dogmatism, organizations can follow Mao's mass line approach as described in the context. This involves uniting theory and practice at all levels, gathering ideas from the masses, being sensitive to their wishes, demands, opinions, and consciousness, and avoiding both ""tailism"" (following mass demands irrespective of policy) and ""commandism"" (enforcing policy irrespective of mass consciousness). The goal is to have a relationship between leaders and led that allows for the definition and channeling of mass consciousness into action while maintaining Party leadership. Additionally, organizations should resist bureaucratism within their own ranks as it may lead to dogmatism and commandism.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_16|ccom_50|ccom_16|ccom_26|ccom_16,ccom_16_0004|ccom_50_0233|ccom_16_0003|ccom_26_0024|ccom_16_0016,0.455430|0.376549|0.359790|0.351650|0.351416,2026-03-23T20:02:09+00:00
q19,How should movements learn from past struggles?,"Movements should learn from past struggles by correcting their ideas, theories, plans or programs when errors are discovered, and by ensuring that new revolutionary tasks and working programs correspond to the changes in the situation. This is because movements are subject to numerous limitations, including existing scientific and technological conditions, the development of the objective process itself, and the degree to which this process has been manifested. In a rapidly changing revolutionary period, it is essential for revolutionaries to change their subjective knowledge along with the changed situation in order to lead the revolution to victory. Movements should also learn from past failures by correcting errors in knowledge and achieving correspondence with the laws of the objective process. This may require repeating failures many times before the anticipated results can be achieved in practice.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_45|ccom_35|ccom_50|ccom_08|ccom_50,ccom_45_0012|ccom_35_0356|ccom_50_0384|ccom_08_0052|ccom_50_0410,0.614424|0.581251|0.568314|0.564709|0.561128,2026-03-23T20:02:11+00:00
q20,What makes an organization truly class conscious?,"Based on the provided context, an organization becomes truly class conscious when it has a systematic ideology that helps them conduct concrete analyses of concrete conditions to gain a full understanding of the community and its needs. This organization should also have practical programs that can deliver their understandings to the people. Additionally, they should strive to put theory and practice together, aiming to mobilize the community towards a higher manifestation of freedom. The context suggests that class conflict is another characteristic of a truly class-conscious organization, as it recognizes the antagonism between the oppressed and the oppressors and seeks alliances with actual or potential allies to fight their common enemies. Lastly, unity and organization are crucial for the oppressed to change their weak position into a transforming force that can re-create the world and make it more human.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_50|ccom_08|ccom_42,ccom_50_0410|ccom_08_0125|ccom_50_0082|ccom_08_0127|ccom_42_0010,0.467683|0.465524|0.456057|0.454755|0.445742,2026-03-23T20:02:13+00:00
q21,How should revolutionaries relate to the broader working class?,"According to the provided context, revolutionaries should not push the working-class movement from outside but instead engage more actively in ""pushing"" or educating workers about political knowledge and revolutionary experience. The text emphasizes that demagogues are the worst enemies of the working class because they can mislead the unenlightened worker, arousing bad instincts in the crowd. The professional revolutionaries should help capable workers to become professional agitators, organizers, propagandists, and literature distributors, thereby developing their abilities to the utmost. The text also suggests that the proletariat, as the lowest stratum of society, cannot stir or raise itself up without the whole superincumbent strata of official society being sprung into the air, indicating a need for a collective effort between revolutionaries and the working class.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_29|ccom_24_1|ccom_35|ccom_08|ccom_29,ccom_29_0135|ccom_24_1_0011|ccom_35_0716|ccom_08_0113|ccom_29_0146,0.676564|0.663002|0.662011|0.658108|0.654521,2026-03-23T20:02:15+00:00
q22,How can organizations stay connected to everyday struggles?,"Organizations can stay connected to everyday struggles by approaching the entire community, not just its leaders, with totalized and totalizing cultural action. This approach encourages unity among the oppressed, fosters consciousness and critical intervention in a total reality, and promotes class conflict, which upsets the oppressors. Additionally, organizations can provide essential services to meet the needs of the community, such as health care, food services, education, and survival programs, that help raise the community's consciousness and serve as models for other oppressed communities. It is also crucial for these organizations to maintain a strong connection with the community, listen to their needs, and address those needs in a meaningful way.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_50|ccom_11|ccom_11|ccom_32,ccom_08_0125|ccom_50_0518|ccom_11_0027|ccom_11_0017|ccom_32_0005,0.490676|0.488235|0.476417|0.468758|0.464600,2026-03-23T20:02:17+00:00
q23,How should movements respond to spontaneous protests?,"The context suggests that movements should provide leadership, teach strategic methods of prolonged resistance, and show the people how to stage a revolution. They should avoid spontaneous protests without clear objectives, tactics, and defined enemies. Instead, they should organize themselves and learn to defend themselves with guns when unjustly attacked. Movements should aim to take over power, run everything in the city, and challenge the state's monopoly on legitimate use of violence. They should also disrupt state functioning by employing disruption as a tactic of influence and engage in foreign relationships with other revolutionary states.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|Seale - Seize The Time The Story of the Black Panther Party|ccom_50|ccom_11,ccom_50_0384|ccom_50_0695|Seale - Seize The Time The Story of the Black Panther Party_0267|ccom_50_0518|ccom_11_0015,0.593499|0.554997|0.539328|0.530530|0.525954,2026-03-23T20:02:19+00:00
q24,How can a movement grow without losing its political clarity?,"A movement can grow without losing its political clarity by developing a systematic ideology, engaging in concrete analyses of concrete conditions, and maintaining a balance between theory and practice. This approach allows the movement to gain a full understanding of the community and its needs, develop practical programs that are relevant to the people, and mobilize the community towards the goal of higher manifestations of freedom. It is also important for the movement to be adaptable and open-ended, allowing for the evolution of ideas and practices in response to changing circumstances. Additionally, avoiding extremes such as idealism, mechanical materialism, opportunism, and adventurism, which are characterized by a breach between the subjective and the objective, can help ensure that the movement remains grounded in social practice and continues to move forward towards its goals.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_45|ccom_29|Seale - Seize The Time The Story of the Black Panther Party|ccom_29,ccom_50_0410|ccom_45_0013|ccom_29_0172|Seale - Seize The Time The Story of the Black Panther Party_0427|ccom_29_0088,0.510622|0.499861|0.494710|0.488230|0.485391,2026-03-23T20:02:20+00:00
q25,What is the difference between activism and revolutionary organizing?,"The difference between activism and revolutionary organizing can be understood by looking at the context provided. Activism generally refers to efforts by individuals or groups to bring about political or social change through various forms of action, such as protests, petitions, and community service. It is often focused on specific issues or causes and may not necessarily aim for a complete overhaul of the existing system.

On the other hand, revolutionary organizing refers to a more comprehensive and systematic approach aimed at transforming the entire social, political, and economic structure. This involves not just action but also reflection, theory building, and coordination among various groups and individuals. Revolutionary organizing seeks to empower the oppressed and create a new order that addresses the root causes of their oppression.

In the provided context, revolutionary organizing is associated with praxis (reflection and action directed at transforming structures), while activism is not explicitly mentioned as a component of revolutionary organizing. However, activism can be part of a broader revolutionary movement, but it may not necessarily encompass the comprehensive transformation aimed for by revolutionary organizing.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_35|ccom_08|ccom_50|ccom_29|ccom_29,ccom_35_0356|ccom_08_0108|ccom_50_0270|ccom_29_0121|ccom_29_0123,0.554595|0.545809|0.543896|0.535030|0.533810,2026-03-23T20:02:22+00:00
